Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
60,"D De Sancho, A Sirur, RB Best",Molecular origins of internal friction effects on protein-folding rates,2014,Nature communications,nature.com,https://www.nature.com/articles/ncomms5307?origin=ppub,"https://scholar.google.com/scholar?cites=11305011085271004667&as_sdt=2005&sciodt=0,5&hl=en",564,22/11/2019 18:45,,,,,,,,,60,12,20,3,5
92,"KH Mok, T Nagashima, IJ Day, JA Jones…",Rapid sample-mixing technique for transient NMR and photo-CIDNP spectroscopy: applications to real-time protein folding,2003,Journal of the …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ja036357v,"https://scholar.google.com/scholar?cites=12019278108465335878&as_sdt=2005&sciodt=0,5&hl=en",565,22/11/2019 18:45,,,,,,,,,92,5.75,18,5,16
29,"P Bruscolini, A Pelizzola, M Zamparo",Downhill versus two-state protein folding in a statistical mechanical model,2007,The Journal of chemical …,aip.scitation.org,https://aip.scitation.org/doi/abs/10.1063/1.2738473,"https://scholar.google.com/scholar?cites=7470942067320611961&as_sdt=2005&sciodt=0,5&hl=en",566,22/11/2019 18:45,,,,,,,,,29,2.42,10,3,12
69,Y Bai,Protein folding pathways studied by pulsed-and native-state hydrogen exchange,2006,Chemical reviews,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/cr040432i,"https://scholar.google.com/scholar?cites=8980884293564817621&as_sdt=2005&sciodt=0,5&hl=en",567,22/11/2019 18:45,,,,,,,,,69,5.31,69,1,13
87,"CA Floudas, JL Klepeis…",Global optimization approaches in protein folding and peptide docking,1999,DIMACS series in discrete …,books.google.com,https://books.google.com/books?hl=en&lr=&id=M9JhbhFOejMC&oi=fnd&pg=PA141&dq=quantum+protein+folding&ots=ISqzXcyQPr&sig=EvimME1bOfiLZO4ccaZOK81ZtDY,"https://scholar.google.com/scholar?cites=110973859460793482&as_sdt=2005&sciodt=0,5&hl=en",568,22/11/2019 18:45,,,,,,,,,87,4.35,29,3,20
51,"M Tecle, M Preuss, AD Miller",Kinetic study of DNA condensation by cationic peptides used in nonviral gene therapy: analogy of DNA condensation to protein folding,2003,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi034325e,"https://scholar.google.com/scholar?cites=5263946311686951888&as_sdt=2005&sciodt=0,5&hl=en",569,22/11/2019 18:45,,,,,,,,,51,3.19,17,3,16
256,E Estrada,Characterization of the folding degree of proteins,2002,Bioinformatics,academic.oup.com,https://academic.oup.com/bioinformatics/article-abstract/18/5/697/199738,"https://scholar.google.com/scholar?cites=396906630228939304&as_sdt=2005&sciodt=0,5&hl=en",570,22/11/2019 18:45,,,,,,,,,256,15.06,256,1,17
35,"H Neuweiler, W Banachewicz…",Kinetics of chain motions within a protein-folding intermediate,2010,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/107/51/22106.short,"https://scholar.google.com/scholar?cites=16930179430820613412&as_sdt=2005&sciodt=0,5&hl=en",571,22/11/2019 18:45,,,,,,,,,35,3.89,12,3,9
15,A Ben-Naim,Myths and verities in protein folding theories: From Frank and Evans iceberg-conjecture to explanation of the hydrophobic effect,2013,The Journal of chemical physics,aip.scitation.org,https://aip.scitation.org/doi/abs/10.1063/1.4827086,"https://scholar.google.com/scholar?cites=3666658450403879084&as_sdt=2005&sciodt=0,5&hl=en",572,22/11/2019 18:45,,,,,,,,,15,2.5,15,1,6
51,JD Bryngelson,When is a potential accurate enough for structure prediction? Theory and application to a random heteropolymer model of protein folding,1994,The Journal of chemical physics,aip.scitation.org,https://aip.scitation.org/doi/abs/10.1063/1.467114,"https://scholar.google.com/scholar?cites=4403850491733647703&as_sdt=2005&sciodt=0,5&hl=en",573,22/11/2019 18:45,,,,,,,,,51,2.04,51,1,25
22,E Haas,The problem of protein folding and dynamics: time-resolved dynamic nonradiative excitation energy transfer measurements,1996,IEEE Journal of Selected Topics in Quantum …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/577340/,"https://scholar.google.com/scholar?cites=3144050125489736220&as_sdt=2005&sciodt=0,5&hl=en",574,22/11/2019 18:45,,,,,,,,,22,0.96,22,1,23
45,"AR Correia, S Adinolfi, A Pastore…",Conformational stability of human frataxin and effect of Friedreich's ataxia-related mutations on protein folding,2006,Biochemical …,Portland Press Limited,,"https://scholar.google.com/scholar?cites=11049712030702653878&as_sdt=2005&sciodt=0,5&hl=en",575,22/11/2019 18:45,CITATION,,,,,,,,45,3.46,11,4,13
25,"D Kahra, M Kovermann, C Löw, V Hirschfeld…",Conformational plasticity and dynamics in the generic protein folding catalyst SlyD unraveled by single-molecule FRET,2011,Journal of molecular …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022283611005237,"https://scholar.google.com/scholar?cites=1426715123863659778&as_sdt=2005&sciodt=0,5&hl=en",576,22/11/2019 18:45,,,,,,,,,25,3.13,5,5,8
64,"S Nishida, T Nada, M Terazima",Kinetics of intermolecular interaction during protein folding of reduced cytochrome c,2004,Biophysical journal,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006349504737376,"https://scholar.google.com/scholar?cites=8928366884404400024&as_sdt=2005&sciodt=0,5&hl=en",577,22/11/2019 18:45,HTML,,,,,,,,64,4.27,21,3,15
15,"Y Qi, Y Huang, H Liang, Z Liu, L Lai",Folding simulations of a de novo designed protein with a βαβ fold,2010,Biophysical journal,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006349509016257,"https://scholar.google.com/scholar?cites=1169681209429655812&as_sdt=2005&sciodt=0,5&hl=en",578,22/11/2019 18:45,HTML,,,,,,,,15,1.67,3,5,9
13,"LL Yang, MWP Kao, HL Chen, TS Lim, W Fann…",Observation of protein folding/unfolding dynamics of ubiquitin trapped in agarose gel by single-molecule FRET,2012,European Biophysics …,Springer,https://link.springer.com/article/10.1007/s00249-011-0772-6,"https://scholar.google.com/scholar?cites=11905584208322026634&as_sdt=2005&sciodt=0,5&hl=en",579,22/11/2019 18:45,,,,,,,,,13,1.86,2,6,7
10,"JK Weber, VS Pande",Protein folding is mechanistically robust,2012,Biophysical journal,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006349512001105,"https://scholar.google.com/scholar?cites=13432182104889977731&as_sdt=2005&sciodt=0,5&hl=en",580,22/11/2019 18:45,HTML,,,,,,,,10,1.43,5,2,7
14,"V Tugarinov, DS Libich, V Meyer…",The Energetics of a Three‐State Protein Folding System Probed by High‐Pressure Relaxation Dispersion NMR Spectroscopy,2015,Angewandte Chemie …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/anie.201505416,"https://scholar.google.com/scholar?cites=15107537904786107710&as_sdt=2005&sciodt=0,5&hl=en",581,22/11/2019 18:45,,,,,,,,,14,3.5,4,4,4
66,"CPM van Mierlo, E Steensma","Protein folding and stability investigated by fluorescence, circular dichroism (CD), and nuclear magnetic resonance (NMR) spectroscopy: the flavodoxin story",2000,Journal of biotechnology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0168165600002443,"https://scholar.google.com/scholar?cites=825882816860954544&as_sdt=2005&sciodt=0,5&hl=en",582,22/11/2019 18:45,,,,,,,,,66,3.47,33,2,19
12,"A Ianeselli, S Orioli, G Spagnolli…",Atomic detail of protein folding revealed by an ab initio reappraisal of circular dichroism,2018,Journal of the …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jacs.7b12399,"https://scholar.google.com/scholar?cites=1543824463418005699&as_sdt=2005&sciodt=0,5&hl=en",583,22/11/2019 18:45,,,,,,,,,12,12,3,4,1
84,"GG Maisuradze, P Senet, C Czaplewski…",Investigation of protein folding by coarse-grained molecular dynamics with the UNRES force field,2010,The Journal of …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jp9117776,"https://scholar.google.com/scholar?cites=10181988251483269398&as_sdt=2005&sciodt=0,5&hl=en",584,22/11/2019 18:45,,,,,,,,,84,9.33,21,4,9
67,"NS Bhavesh, SC Panchal, RV Hosur",An efficient high-throughput resonance assignment procedure for structural genomics and protein folding research by NMR,2001,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi015683p,"https://scholar.google.com/scholar?cites=12669959333607242732&as_sdt=2005&sciodt=0,5&hl=en",585,22/11/2019 18:45,,,,,,,,,67,3.72,22,3,18
78,"QX Hua, SH Nakagawa, W Jia, SQ Hu, YC Chu…",Hierarchical protein folding: asymmetric unfolding of an insulin analogue lacking the A7− B7 interchain disulfide bridge,2001,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi011021o,"https://scholar.google.com/scholar?cites=6495442488522383556&as_sdt=2005&sciodt=0,5&hl=en",586,22/11/2019 18:45,,,,,,,,,78,4.33,13,6,18
23,"G Zoldák, FX Schmid",Cooperation of the prolyl isomerase and chaperone activities of the protein folding catalyst SlyD,2011,Journal of molecular biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022283610013008,"https://scholar.google.com/scholar?cites=4888641759645016971&as_sdt=2005&sciodt=0,5&hl=en",587,22/11/2019 18:45,,,,,,,,,23,2.88,12,2,8
68,"LD Cabrita, AME Cassaignau, HMM Launay…",A structural ensemble of a ribosome–nascent chain complex during cotranslational protein folding,2016,Nature structural & …,nature.com,https://www.nature.com/nsmb/journal/v23/n4/abs/nsmb.3182.html,"https://scholar.google.com/scholar?cites=9871725885502268386&as_sdt=2005&sciodt=0,5&hl=en",588,22/11/2019 18:45,,,,,,,,,68,22.67,17,4,3
143,A Ben-Naim,"Molecular Theory of Water and Aqueous Solutions: The role of water in protein folding, self-assembly and molecular recognition",2009,,books.google.com,https://books.google.com/books?hl=en&lr=&id=IhVMosY5tdQC&oi=fnd&pg=PR7&dq=quantum+protein+folding&ots=ucx4LIxl8H&sig=3Hq6tLDfzmQtYDXjUphPS4kFZ40,"https://scholar.google.com/scholar?cites=17159692815378363795&as_sdt=2005&sciodt=0,5&hl=en",589,22/11/2019 18:45,BOOK,,,,,,,,143,14.3,143,1,10
723,"KT Shimizu, RG Neuhauser, CA Leatherdale…",Blinking statistics in single semiconductor nanocrystal quantum dots,2001,Physical Review B,APS,https://journals.aps.org/prb/abstract/10.1103/PhysRevB.63.205316,"https://scholar.google.com/scholar?cites=15544783604724592928&as_sdt=2005&sciodt=0,5&hl=en",590,22/11/2019 18:45,,,,,,,,,723,40.17,181,4,18
16,"M Cerminara, TM Desai, M Sadqi…",Downhill protein folding modules as scaffolds for broad-range ultrafast biosensors,2012,Journal of the American …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ja301092z,"https://scholar.google.com/scholar?cites=6681642454849353114&as_sdt=2005&sciodt=0,5&hl=en",591,22/11/2019 18:45,,,,,,,,,16,2.29,4,4,7
26,"R Satija, A Das, DE Makarov",Transition path times reveal memory effects and anomalous diffusion in the dynamics of protein folding,2017,The Journal of chemical physics,aip.scitation.org,https://aip.scitation.org/doi/abs/10.1063/1.4993228,"https://scholar.google.com/scholar?cites=8816698785571397&as_sdt=2005&sciodt=0,5&hl=en",592,22/11/2019 18:45,,,,,,,,,26,13,9,3,2
58,"TO Street, N Courtemanche, D Barrick",Protein folding and stability using denaturants,2008,Methods in cell biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0091679X07840118,"https://scholar.google.com/scholar?cites=13917855963666054042&as_sdt=2005&sciodt=0,5&hl=en",593,22/11/2019 18:45,,,,,,,,,58,5.27,19,3,11
40,"A Vallée-Bélisle, SW Michnick",Visualizing transient protein-folding intermediates by tryptophan-scanning mutagenesis,2012,Nature structural & molecular biology,nature.com,https://www.nature.com/nsmb/journal/v19/n7/abs/nsmb.2322.html,"https://scholar.google.com/scholar?cites=7950520344863864201&as_sdt=2005&sciodt=0,5&hl=en",594,22/11/2019 18:45,,,,,,,,,40,5.71,20,2,7
55,"C Scheich, FH Niesen, R Seckler, K Büssow",An automated in vitro protein folding screen applied to a human dynactin subunit,2004,Protein Science,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1110/ps.03304604,"https://scholar.google.com/scholar?cites=14251093141191575325&as_sdt=2005&sciodt=0,5&hl=en",595,22/11/2019 18:45,,,,,,,,,55,3.67,14,4,15
105,"A Jain, V Ramanathan…",Lone pair··· π interactions between water oxygens and aromatic residues: Quantum chemical studies based on high‐resolution protein structures and model …,2009,Protein …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/pro.67,"https://scholar.google.com/scholar?cites=5449808576534628620&as_sdt=2005&sciodt=0,5&hl=en",596,22/11/2019 18:45,,,,,,,,,105,10.5,35,3,10
8,"HL Chen, JCC Hsu, MH Viet, MS Li…",Studying submicrosecond protein folding kinetics using a photolabile caging strategy and time‐resolved photoacoustic calorimetry,2010,Proteins: Structure …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/prot.22823,"https://scholar.google.com/scholar?cites=16650021072632285259&as_sdt=2005&sciodt=0,5&hl=en",597,22/11/2019 18:45,,,,,,,,,8,0.89,2,5,9
73,"MP Lillo, BK Szpikowska, MT Mas, JD Sutin…",Real-time measurement of multiple intramolecular distances during protein folding reactions: a multisite stopped-flow fluorescence energy-transfer study of yeast …,1997,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi970789z,"https://scholar.google.com/scholar?cites=1632284205044216259&as_sdt=2005&sciodt=0,5&hl=en",598,22/11/2019 18:45,,,,,,,,,73,3.32,15,5,22
44,"MB Prigozhin, Y Liu, AJ Wirth…",Misplaced helix slows down ultrafast pressure-jump protein folding,2013,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/110/20/8087.short,"https://scholar.google.com/scholar?cites=10715247277633666104&as_sdt=2005&sciodt=0,5&hl=en",599,22/11/2019 18:45,,,,,,,,,44,7.33,11,4,6
15,"B Robson, A Vaithilingam",Protein folding revisited,2008,Progress in molecular biology and translational …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0079660308004054,"https://scholar.google.com/scholar?cites=10763996928005880594&as_sdt=2005&sciodt=0,5&hl=en",600,22/11/2019 18:45,,,,,,,,,15,1.36,8,2,11
65,"QX Hua, L Narhi, W Jia, T Arakawa, R Rosenfeld…",Native and non-native structure in a protein-folding intermediate: spectroscopic studies of partially reduced IGF-I and an engineered alanine model,1996,Journal of molecular …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022283696903204,"https://scholar.google.com/scholar?cites=16202389512042870782&as_sdt=2005&sciodt=0,5&hl=en",601,22/11/2019 18:45,,,,,,,,,65,2.83,11,6,23
82,"S Yohannan, S Faham, D Yang…",ACα−H···O Hydrogen Bond in a Membrane Protein Is Not Stabilizing,2004,Journal of the …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ja0317574,"https://scholar.google.com/scholar?cites=1488930046723225744&as_sdt=2005&sciodt=0,5&hl=en",602,22/11/2019 18:45,,,,,,,,,82,5.47,21,4,15
764,"J Gao, DG Truhlar",Quantum mechanical methods for enzyme kinetics,2002,Annual Review of Physical Chemistry,annualreviews.org,https://www.annualreviews.org/doi/abs/10.1146/annurev.physchem.53.091301.150114,"https://scholar.google.com/scholar?cites=6069053454018963399&as_sdt=2005&sciodt=0,5&hl=en",603,22/11/2019 18:45,,,,,,,,,764,44.94,382,2,17
54,"ET Powers, S Deechongkit, JW Kelly",Backbone–backbone H‐bonds make context‐dependent contributions to protein folding kinetics and thermodynamics: Lessons from amide‐to‐ester mutations,2005,Advances in protein chemistry,Elsevier,https://www.sciencedirect.com/science/article/pii/S0065323305720027,"https://scholar.google.com/scholar?cites=4715512474622786506&as_sdt=2005&sciodt=0,5&hl=en",604,22/11/2019 18:45,,,,,,,,,54,3.86,18,3,14
13,"S Mukherjee, PM Krishna Mohan, K Kuchroo…",Energetics of the native energy landscape of a two-domain calcium sensor protein: distinct folding features of the two domains,2007,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi700477h,"https://scholar.google.com/scholar?cites=7575350052827508037&as_sdt=2005&sciodt=0,5&hl=en",605,22/11/2019 18:45,,,,,,,,,13,1.08,3,4,12
7,"DS Talaga, Y Jia, MA Bopp, A Sytnik…",Single-molecule dynamics associated with protein folding and deformations of light-harvesting complexes,2001,Single Molecule …,Springer,https://link.springer.com/chapter/10.1007/978-3-642-56544-1_18,"https://scholar.google.com/scholar?cites=8311999012711018255&as_sdt=2005&sciodt=0,5&hl=en",606,22/11/2019 18:45,,,,,,,,,7,0.39,1,5,18
4078,"GM Whitesides, JP Mathias, CT Seto",Molecular self-assembly and nanochemistry: a chemical strategy for the synthesis of nanostructures,1991,Science,science.sciencemag.org,https://science.sciencemag.org/content/254/5036/1312.abstract,"https://scholar.google.com/scholar?cites=10809728528605173557&as_sdt=2005&sciodt=0,5&hl=en",607,22/11/2019 18:45,,,,,,,,,4078,145.64,1359,3,28
64,"HS Chung, JM Louis, WA Eaton",Distinguishing between protein dynamics and dye photophysics in single-molecule FRET experiments,2010,Biophysical journal,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006349510000937,"https://scholar.google.com/scholar?cites=15474309910499787765&as_sdt=2005&sciodt=0,5&hl=en",608,22/11/2019 18:45,HTML,,,,,,,,64,7.11,21,3,9
85,"MA Weiss, DT Nguyen, I Khait, K Inouye, BH Frank…","… -dimensional NMR and photo-CIDNP studies of the insulin monomer: assignment of aromatic resonances with application to protein folding, structure, and dynamics",1989,Biochemistry,ACS Publications,https://pubs.acs.org/doi/full/10.1021/bi00451a046,"https://scholar.google.com/scholar?cites=17172307337244466929&as_sdt=2005&sciodt=0,5&hl=en",609,22/11/2019 18:45,,,,,,,,,85,2.83,14,6,30
53,"KM Hamadani, S Weiss",Nonequilibrium single molecule protein folding in a coaxial mixer,2008,Biophysical journal,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006349508703096,"https://scholar.google.com/scholar?cites=9314710901488234465&as_sdt=2005&sciodt=0,5&hl=en",610,22/11/2019 18:45,HTML,,,,,,,,53,4.82,27,2,11
